genre,clip_id,split,label_idx
classical,classical.00070,train,1
classical,classical.00071,test,1
classical,classical.00072,test,1
classical,classical.00073,train,1
classical,classical.00074,val,1
classical,classical.00075,train,1
classical,classical.00076,train,1
classical,classical.00077,train,1
classical,classical.00078,train,1
classical,classical.00079,train,1
classical,classical.00080,train,1
classical,classical.00081,train,1
classical,classical.00082,test,1
classical,classical.00083,test,1
classical,classical.00084,train,1
classical,classical.00085,train,1
classical,classical.00086,train,1
classical,classical.00087,val,1
classical,classical.00088,val,1
classical,classical.00089,train,1
classical,classical.00090,train,1
classical,classical.00091,test,1
classical,classical.00092,train,1
classical,classical.00093,val,1
classical,classical.00094,train,1
classical,classical.00095,train,1
classical,classical.00096,train,1
classical,classical.00097,val,1
classical,classical.00098,train,1
classical,classical.00099,test,1
country,country.00000,test,2
country,country.00001,train,2
country,country.00002,test,2
country,country.00003,train,2
country,country.00004,val,2
country,country.00005,train,2
country,country.00006,train,2
country,country.00007,val,2
country,country.00008,test,2
country,country.00009,val,2
country,country.00010,train,2
country,country.00011,train,2
country,country.00012,train,2
country,country.00013,train,2
country,country.00014,train,2
country,country.00015,test,2
country,country.00016,val,2
country,country.00017,train,2
country,country.00018,train,2
country,country.00019,train,2
country,country.00020,train,2
country,country.00021,train,2
country,country.00022,train,2
country,country.00023,train,2
country,country.00024,train,2
country,country.00025,train,2
country,country.00026,train,2
country,country.00027,val,2
country,country.00028,test,2
country,country.00029,test,2
country,country.00030,val,2
country,country.00031,test,2
country,country.00032,train,2
country,country.00033,train,2
country,country.00034,train,2
country,country.00035,val,2
country,country.00036,train,2
country,country.00037,train,2
country,country.00038,train,2
country,country.00039,train,2
country,country.00040,train,2
country,country.00041,train,2
country,country.00042,val,2
country,country.00043,test,2
country,country.00044,train,2
country,country.00045,train,2
country,country.00046,train,2
country,country.00047,train,2
country,country.00048,train,2
country,country.00049,train,2
country,country.00050,train,2
country,country.00051,train,2
country,country.00052,train,2
country,country.00053,train,2
country,country.00054,train,2
country,country.00055,train,2
country,country.00056,test,2
country,country.00057,test,2
country,country.00058,train,2
country,country.00059,train,2
country,country.00060,train,2
country,country.00061,train,2
country,country.00062,val,2
country,country.00063,train,2
country,country.00064,train,2
country,country.00065,val,2
country,country.00066,test,2
country,country.00067,train,2
country,country.00068,train,2
country,country.00069,val,2
country,country.00070,test,2
country,country.00071,train,2
country,country.00072,train,2
country,country.00073,train,2
country,country.00074,train,2
country,country.00075,test,2
country,country.00076,train,2
country,country.00077,train,2
country,country.00078,train,2
country,country.00079,train,2
country,country.00080,val,2
country,country.00081,train,2
country,country.00082,train,2
country,country.00083,train,2
country,country.00084,val,2
country,country.00085,train,2
country,country.00086,train,2
country,country.00087,train,2
country,country.00088,val,2
country,country.00089,train,2
country,country.00090,test,2
country,country.00091,train,2
country,country.00092,train,2
country,country.00093,val,2
country,country.00094,test,2
country,country.00095,train,2
country,country.00096,train,2
country,country.00097,train,2
country,country.00098,train,2
country,country.00099,train,2
disco,disco.00000,train,3
disco,disco.00001,train,3
disco,disco.00002,train,3
disco,disco.00003,train,3
disco,disco.00004,train,3
disco,disco.00005,val,3
disco,disco.00006,test,3
disco,disco.00007,test,3
disco,disco.00008,test,3
disco,disco.00009,train,3
disco,disco.00010,test,3
disco,disco.00011,train,3
disco,disco.00012,train,3
disco,disco.00013,train,3
disco,disco.00014,train,3
disco,disco.00015,val,3
disco,disco.00016,train,3
disco,disco.00017,train,3
disco,disco.00018,train,3
disco,disco.00019,train,3
disco,disco.00020,test,3
disco,disco.00021,train,3
disco,disco.00022,train,3
disco,disco.00023,test,3
disco,disco.00024,train,3
disco,disco.00025,train,3
disco,disco.00026,train,3
disco,disco.00027,train,3
disco,disco.00028,train,3
disco,disco.00029,train,3
disco,disco.00030,val,3
disco,disco.00031,val,3
disco,disco.00032,train,3
disco,disco.00033,val,3
disco,disco.00034,train,3
disco,disco.00035,train,3
disco,disco.00036,train,3
disco,disco.00037,train,3
disco,disco.00038,train,3
disco,disco.00039,train,3
disco,disco.00040,test,3
disco,disco.00041,train,3
disco,disco.00042,train,3
disco,disco.00043,train,3
disco,disco.00044,train,3
disco,disco.00045,train,3
disco,disco.00046,train,3
disco,disco.00047,train,3
disco,disco.00048,train,3
disco,disco.00049,train,3
disco,disco.00050,train,3
disco,disco.00051,val,3
disco,disco.00052,train,3
disco,disco.00053,val,3
disco,disco.00054,train,3
disco,disco.00055,train,3
disco,disco.00056,train,3
disco,disco.00057,train,3
disco,disco.00058,train,3
disco,disco.00059,train,3
disco,disco.00060,train,3
disco,disco.00061,test,3
disco,disco.00062,train,3
disco,disco.00063,train,3
disco,disco.00064,test,3
disco,disco.00065,test,3
disco,disco.00066,val,3
disco,disco.00067,test,3
disco,disco.00068,train,3
disco,disco.00069,train,3
disco,disco.00070,train,3
disco,disco.00071,train,3
disco,disco.00072,val,3
disco,disco.00073,train,3
disco,disco.00074,test,3
disco,disco.00075,train,3
disco,disco.00076,test,3
disco,disco.00077,train,3
disco,disco.00078,train,3
disco,disco.00079,train,3
disco,disco.00080,val,3
disco,disco.00081,train,3
disco,disco.00082,train,3
disco,disco.00083,train,3
disco,disco.00084,train,3
disco,disco.00085,val,3
disco,disco.00086,val,3
disco,disco.00087,train,3
disco,disco.00088,val,3
disco,disco.00089,train,3
disco,disco.00090,train,3
disco,disco.00091,train,3
disco,disco.00092,train,3
disco,disco.00093,train,3
disco,disco.00094,train,3
disco,disco.00095,test,3
disco,disco.00096,train,3
disco,disco.00097,test,3
disco,disco.00098,val,3
disco,disco.00099,val,3
hiphop,hiphop.00000,train,4
hiphop,hiphop.00001,test,4
hiphop,hiphop.00002,train,4
hiphop,hiphop.00003,train,4
hiphop,hiphop.00004,test,4
hiphop,hiphop.00005,val,4
hiphop,hiphop.00006,train,4
hiphop,hiphop.00007,train,4
hiphop,hiphop.00008,train,4
hiphop,hiphop.00009,test,4
hiphop,hiphop.00010,train,4
hiphop,hiphop.00011,train,4
hiphop,hiphop.00012,train,4
hiphop,hiphop.00013,val,4
hiphop,hiphop.00014,test,4
hiphop,hiphop.00015,train,4
hiphop,hiphop.00016,val,4
hiphop,hiphop.00017,train,4
hiphop,hiphop.00018,test,4
hiphop,hiphop.00019,test,4
hiphop,hiphop.00020,train,4
hiphop,hiphop.00021,train,4
hiphop,hiphop.00022,train,4
hiphop,hiphop.00023,train,4
hiphop,hiphop.00024,train,4
hiphop,hiphop.00025,train,4
hiphop,hiphop.00026,val,4
hiphop,hiphop.00027,train,4
hiphop,hiphop.00028,train,4
hiphop,hiphop.00029,train,4
hiphop,hiphop.00030,val,4
hiphop,hiphop.00031,val,4
hiphop,hiphop.00032,train,4
hiphop,hiphop.00033,train,4
hiphop,hiphop.00034,train,4
hiphop,hiphop.00035,train,4
hiphop,hiphop.00036,train,4
hiphop,hiphop.00037,train,4
hiphop,hiphop.00038,train,4
hiphop,hiphop.00039,val,4
hiphop,hiphop.00040,train,4
hiphop,hiphop.00041,train,4
hiphop,hiphop.00042,train,4
hiphop,hiphop.00043,train,4
hiphop,hiphop.00044,train,4
hiphop,hiphop.00045,val,4
hiphop,hiphop.00046,val,4
hiphop,hiphop.00047,test,4
hiphop,hiphop.00048,train,4
hiphop,hiphop.00049,train,4
hiphop,hiphop.00050,train,4
hiphop,hiphop.00051,train,4
hiphop,hiphop.00052,val,4
hiphop,hiphop.00053,train,4
hiphop,hiphop.00054,test,4
hiphop,hiphop.00055,val,4
hiphop,hiphop.00056,train,4
hiphop,hiphop.00057,train,4
hiphop,hiphop.00058,train,4
hiphop,hiphop.00059,train,4
hiphop,hiphop.00060,train,4
hiphop,hiphop.00061,train,4
hiphop,hiphop.00062,train,4
hiphop,hiphop.00063,train,4
hiphop,hiphop.00064,train,4
hiphop,hiphop.00065,train,4
hiphop,hiphop.00066,train,4
hiphop,hiphop.00067,train,4
hiphop,hiphop.00068,train,4
hiphop,hiphop.00069,test,4
hiphop,hiphop.00070,test,4
hiphop,hiphop.00071,test,4
hiphop,hiphop.00072,train,4
hiphop,hiphop.00073,train,4
hiphop,hiphop.00074,test,4
hiphop,hiphop.00075,train,4
hiphop,hiphop.00076,train,4
hiphop,hiphop.00077,train,4
hiphop,hiphop.00078,val,4
hiphop,hiphop.00079,train,4
hiphop,hiphop.00080,train,4
hiphop,hiphop.00081,train,4
hiphop,hiphop.00082,val,4
hiphop,hiphop.00083,train,4
hiphop,hiphop.00084,train,4
hiphop,hiphop.00085,train,4
hiphop,hiphop.00086,train,4
hiphop,hiphop.00087,train,4
hiphop,hiphop.00088,test,4
hiphop,hiphop.00089,train,4
hiphop,hiphop.00090,test,4
hiphop,hiphop.00091,val,4
hiphop,hiphop.00092,train,4
hiphop,hiphop.00093,train,4
hiphop,hiphop.00094,train,4
hiphop,hiphop.00095,train,4
hiphop,hiphop.00096,val,4
hiphop,hiphop.00097,train,4
hiphop,hiphop.00098,train,4
hiphop,hiphop.00099,test,4
jazz,jazz.00000,val,5
jazz,jazz.00001,train,5
jazz,jazz.00002,train,5
jazz,jazz.00003,train,5
jazz,jazz.00004,train,5
jazz,jazz.00005,train,5
jazz,jazz.00006,train,5
jazz,jazz.00007,train,5
jazz,jazz.00008,train,5
jazz,jazz.00009,train,5
jazz,jazz.00010,train,5
jazz,jazz.00011,train,5
jazz,jazz.00012,train,5
jazz,jazz.00013,train,5
jazz,jazz.00014,train,5
jazz,jazz.00015,test,5
jazz,jazz.00016,test,5
jazz,jazz.00017,train,5
jazz,jazz.00018,train,5
jazz,jazz.00019,train,5
jazz,jazz.00020,train,5
jazz,jazz.00021,train,5
jazz,jazz.00022,val,5
jazz,jazz.00023,train,5
jazz,jazz.00024,test,5
jazz,jazz.00025,train,5
jazz,jazz.00026,val,5
jazz,jazz.00027,train,5
jazz,jazz.00028,train,5
jazz,jazz.00029,train,5
jazz,jazz.00030,train,5
jazz,jazz.00031,train,5
jazz,jazz.00032,train,5
jazz,jazz.00033,train,5
jazz,jazz.00034,train,5
jazz,jazz.00035,train,5
jazz,jazz.00036,val,5
jazz,jazz.00037,test,5
jazz,jazz.00038,test,5
jazz,jazz.00039,test,5
jazz,jazz.00040,train,5
jazz,jazz.00041,test,5
jazz,jazz.00042,train,5
jazz,jazz.00043,train,5
jazz,jazz.00044,train,5
jazz,jazz.00045,train,5
jazz,jazz.00046,train,5
jazz,jazz.00047,train,5
jazz,jazz.00048,val,5
jazz,jazz.00049,train,5
jazz,jazz.00050,train,5
jazz,jazz.00051,test,5
jazz,jazz.00052,test,5
jazz,jazz.00053,test,5
jazz,jazz.00055,train,5
jazz,jazz.00056,val,5
jazz,jazz.00057,val,5
jazz,jazz.00058,train,5
jazz,jazz.00059,train,5
jazz,jazz.00060,val,5
jazz,jazz.00061,train,5
jazz,jazz.00062,train,5
jazz,jazz.00063,train,5
jazz,jazz.00064,train,5
jazz,jazz.00065,test,5
jazz,jazz.00066,train,5
jazz,jazz.00067,train,5
jazz,jazz.00068,train,5
jazz,jazz.00069,train,5
jazz,jazz.00070,train,5
jazz,jazz.00071,test,5
jazz,jazz.00072,train,5
jazz,jazz.00073,val,5
jazz,jazz.00074,train,5
jazz,jazz.00075,train,5
jazz,jazz.00076,train,5
jazz,jazz.00077,train,5
jazz,jazz.00078,train,5
jazz,jazz.00079,val,5
jazz,jazz.00080,val,5
jazz,jazz.00081,train,5
jazz,jazz.00082,train,5
jazz,jazz.00083,train,5
jazz,jazz.00084,train,5
jazz,jazz.00085,test,5
jazz,jazz.00086,test,5
jazz,jazz.00087,train,5
jazz,jazz.00088,val,5
jazz,jazz.00089,train,5
jazz,jazz.00090,val,5
jazz,jazz.00091,val,5
jazz,jazz.00092,train,5
jazz,jazz.00093,test,5
jazz,jazz.00094,train,5
jazz,jazz.00095,train,5
jazz,jazz.00096,val,5
jazz,jazz.00097,train,5
jazz,jazz.00098,train,5
jazz,jazz.00099,train,5
metal,metal.00000,train,6
metal,metal.00001,train,6
metal,metal.00002,train,6
metal,metal.00003,train,6
metal,metal.00004,train,6
metal,metal.00005,train,6
metal,metal.00006,train,6
metal,metal.00007,val,6
metal,metal.00008,val,6
metal,metal.00009,test,6
metal,metal.00010,val,6
metal,metal.00011,train,6
metal,metal.00012,train,6
metal,metal.00013,train,6
metal,metal.00014,train,6
metal,metal.00015,train,6
metal,metal.00016,train,6
metal,metal.00017,val,6
metal,metal.00018,train,6
metal,metal.00019,val,6
metal,metal.00020,train,6
metal,metal.00021,train,6
metal,metal.00022,train,6
metal,metal.00023,train,6
metal,metal.00024,train,6
metal,metal.00025,train,6
metal,metal.00026,train,6
metal,metal.00027,val,6
metal,metal.00028,train,6
metal,metal.00029,val,6
metal,metal.00030,test,6
metal,metal.00031,train,6
metal,metal.00032,train,6
metal,metal.00033,train,6
metal,metal.00034,test,6
metal,metal.00035,test,6
metal,metal.00036,test,6
metal,metal.00037,train,6
metal,metal.00038,train,6
metal,metal.00039,train,6
metal,metal.00040,test,6
metal,metal.00041,train,6
metal,metal.00042,test,6
metal,metal.00043,train,6
metal,metal.00044,train,6
metal,metal.00045,train,6
metal,metal.00046,train,6
metal,metal.00047,train,6
metal,metal.00048,train,6
metal,metal.00049,val,6
metal,metal.00050,train,6
metal,metal.00051,train,6
metal,metal.00052,val,6
metal,metal.00053,val,6
metal,metal.00054,train,6
metal,metal.00055,train,6
metal,metal.00056,test,6
metal,metal.00057,train,6
metal,metal.00058,train,6
metal,metal.00059,val,6
metal,metal.00060,train,6
metal,metal.00061,train,6
metal,metal.00062,test,6
metal,metal.00063,train,6
metal,metal.00064,train,6
metal,metal.00065,train,6
metal,metal.00066,test,6
metal,metal.00067,train,6
metal,metal.00068,train,6
metal,metal.00069,test,6
metal,metal.00070,train,6
metal,metal.00071,train,6
metal,metal.00072,train,6
metal,metal.00073,train,6
metal,metal.00074,train,6
metal,metal.00075,train,6
metal,metal.00076,val,6
metal,metal.00077,train,6
metal,metal.00078,train,6
metal,metal.00079,train,6
metal,metal.00080,test,6
metal,metal.00081,test,6
metal,metal.00082,val,6
metal,metal.00083,train,6
metal,metal.00084,train,6
metal,metal.00085,val,6
metal,metal.00086,train,6
metal,metal.00087,val,6
metal,metal.00088,train,6
metal,metal.00089,train,6
metal,metal.00090,train,6
metal,metal.00091,train,6
metal,metal.00092,train,6
metal,metal.00093,train,6
metal,metal.00094,test,6
metal,metal.00095,train,6
metal,metal.00096,train,6
metal,metal.00097,train,6
metal,metal.00098,test,6
metal,metal.00099,train,6
pop,pop.00000,train,7
pop,pop.00001,train,7
pop,pop.00002,test,7
pop,pop.00003,val,7
pop,pop.00004,train,7
pop,pop.00005,train,7
pop,pop.00006,train,7
pop,pop.00007,train,7
pop,pop.00008,train,7
pop,pop.00009,val,7
pop,pop.00010,train,7
pop,pop.00011,train,7
pop,pop.00012,train,7
pop,pop.00013,val,7
pop,pop.00014,test,7
pop,pop.00015,train,7
pop,pop.00016,test,7
pop,pop.00017,train,7
pop,pop.00018,train,7
pop,pop.00019,test,7
pop,pop.00020,val,7
pop,pop.00021,test,7
pop,pop.00022,train,7
pop,pop.00023,train,7
pop,pop.00024,train,7
pop,pop.00025,val,7
pop,pop.00026,train,7
pop,pop.00027,test,7
pop,pop.00028,train,7
pop,pop.00029,train,7
pop,pop.00030,test,7
pop,pop.00031,val,7
pop,pop.00032,test,7
pop,pop.00033,train,7
pop,pop.00034,train,7
pop,pop.00035,train,7
pop,pop.00036,train,7
pop,pop.00037,train,7
pop,pop.00038,train,7
pop,pop.00039,val,7
pop,pop.00040,train,7
pop,pop.00041,train,7
pop,pop.00042,train,7
pop,pop.00043,train,7
pop,pop.00044,train,7
pop,pop.00045,train,7
pop,pop.00046,train,7
pop,pop.00047,test,7
pop,pop.00048,val,7
pop,pop.00049,train,7
pop,pop.00050,val,7
pop,pop.00051,train,7
pop,pop.00052,train,7
pop,pop.00053,train,7
pop,pop.00054,train,7
pop,pop.00055,train,7
pop,pop.00056,train,7
pop,pop.00057,train,7
pop,pop.00058,train,7
pop,pop.00059,test,7
pop,pop.00060,test,7
pop,pop.00061,train,7
pop,pop.00062,train,7
pop,pop.00063,train,7
pop,pop.00064,train,7
pop,pop.00065,train,7
pop,pop.00066,train,7
pop,pop.00067,train,7
pop,pop.00068,train,7
pop,pop.00069,train,7
pop,pop.00070,train,7
pop,pop.00071,train,7
pop,pop.00072,test,7
pop,pop.00073,val,7
pop,pop.00074,val,7
pop,pop.00075,train,7
pop,pop.00076,train,7
pop,pop.00077,test,7
pop,pop.00078,train,7
pop,pop.00079,test,7
pop,pop.00080,val,7
pop,pop.00081,val,7
pop,pop.00082,train,7
pop,pop.00083,train,7
pop,pop.00084,train,7
pop,pop.00085,test,7
pop,pop.00086,train,7
pop,pop.00087,train,7
pop,pop.00088,train,7
pop,pop.00089,train,7
pop,pop.00090,train,7
pop,pop.00091,train,7
pop,pop.00092,val,7
pop,pop.00093,val,7
pop,pop.00094,train,7
pop,pop.00095,train,7
pop,pop.00096,train,7
pop,pop.00097,train,7
pop,pop.00098,train,7
pop,pop.00099,train,7
reggae,reggae.00000,train,8
reggae,reggae.00001,train,8
reggae,reggae.00002,test,8
reggae,reggae.00003,train,8
reggae,reggae.00004,train,8
reggae,reggae.00005,train,8
reggae,reggae.00006,train,8
reggae,reggae.00007,train,8
reggae,reggae.00008,train,8
reggae,reggae.00009,train,8
reggae,reggae.00010,train,8
reggae,reggae.00011,test,8
reggae,reggae.00012,train,8
reggae,reggae.00013,train,8
reggae,reggae.00014,train,8
reggae,reggae.00015,train,8
reggae,reggae.00016,train,8
reggae,reggae.00017,train,8
reggae,reggae.00018,train,8
reggae,reggae.00019,train,8
reggae,reggae.00020,train,8
reggae,reggae.00021,train,8
reggae,reggae.00022,train,8
reggae,reggae.00023,train,8
reggae,reggae.00024,train,8
reggae,reggae.00025,train,8
reggae,reggae.00026,train,8
reggae,reggae.00027,train,8
reggae,reggae.00028,test,8
reggae,reggae.00029,val,8
reggae,reggae.00030,train,8
reggae,reggae.00031,test,8
reggae,reggae.00032,val,8
reggae,reggae.00033,train,8
reggae,reggae.00034,val,8
reggae,reggae.00035,train,8
reggae,reggae.00036,train,8
reggae,reggae.00037,test,8
reggae,reggae.00038,train,8
reggae,reggae.00039,test,8
reggae,reggae.00040,train,8
reggae,reggae.00041,train,8
reggae,reggae.00042,val,8
reggae,reggae.00043,train,8
reggae,reggae.00044,val,8
reggae,reggae.00045,val,8
reggae,reggae.00046,train,8
reggae,reggae.00047,val,8
reggae,reggae.00048,train,8
reggae,reggae.00049,train,8
reggae,reggae.00050,train,8
reggae,reggae.00051,test,8
reggae,reggae.00052,train,8
reggae,reggae.00053,train,8
reggae,reggae.00054,val,8
reggae,reggae.00055,train,8
reggae,reggae.00056,train,8
reggae,reggae.00057,test,8
reggae,reggae.00058,val,8
reggae,reggae.00059,train,8
reggae,reggae.00060,test,8
reggae,reggae.00061,train,8
reggae,reggae.00062,test,8
reggae,reggae.00063,train,8
reggae,reggae.00064,train,8
reggae,reggae.00065,train,8
reggae,reggae.00066,train,8
reggae,reggae.00067,val,8
reggae,reggae.00068,train,8
reggae,reggae.00069,train,8
reggae,reggae.00070,val,8
reggae,reggae.00071,train,8
reggae,reggae.00072,train,8
reggae,reggae.00073,train,8
reggae,reggae.00074,val,8
reggae,reggae.00075,train,8
reggae,reggae.00076,train,8
reggae,reggae.00077,train,8
reggae,reggae.00078,train,8
reggae,reggae.00079,train,8
reggae,reggae.00080,train,8
reggae,reggae.00081,val,8
reggae,reggae.00082,test,8
reggae,reggae.00083,train,8
reggae,reggae.00084,test,8
reggae,reggae.00085,train,8
reggae,reggae.00086,val,8
reggae,reggae.00087,train,8
reggae,reggae.00088,test,8
reggae,reggae.00089,train,8
reggae,reggae.00090,train,8
reggae,reggae.00091,test,8
reggae,reggae.00092,train,8
reggae,reggae.00093,train,8
reggae,reggae.00094,train,8
reggae,reggae.00095,train,8
reggae,reggae.00096,train,8
reggae,reggae.00097,train,8
reggae,reggae.00098,val,8
reggae,reggae.00099,test,8
rock,rock.00000,val,9
rock,rock.00001,train,9
rock,rock.00002,train,9
rock,rock.00003,train,9
rock,rock.00004,val,9
rock,rock.00005,train,9
rock,rock.00006,train,9
rock,rock.00007,train,9
rock,rock.00008,train,9
rock,rock.00009,test,9
rock,rock.00010,test,9
rock,rock.00011,train,9
rock,rock.00012,test,9
rock,rock.00013,train,9
rock,rock.00014,train,9
rock,rock.00015,train,9
rock,rock.00016,train,9
rock,rock.00017,train,9
rock,rock.00018,train,9
rock,rock.00019,train,9
rock,rock.00020,test,9
rock,rock.00021,train,9
rock,rock.00022,test,9
rock,rock.00023,train,9
rock,rock.00024,train,9
rock,rock.00025,val,9
rock,rock.00026,test,9
rock,rock.00027,test,9
rock,rock.00028,train,9
rock,rock.00029,val,9
rock,rock.00030,test,9
rock,rock.00031,train,9
rock,rock.00032,train,9
rock,rock.00033,test,9
rock,rock.00034,train,9
rock,rock.00035,train,9
rock,rock.00036,val,9
rock,rock.00037,val,9
rock,rock.00038,train,9
rock,rock.00039,train,9
rock,rock.00040,train,9
rock,rock.00041,train,9
rock,rock.00042,train,9
rock,rock.00043,train,9
rock,rock.00044,train,9
rock,rock.00045,train,9
rock,rock.00046,train,9
rock,rock.00047,train,9
rock,rock.00048,train,9
rock,rock.00049,train,9
rock,rock.00050,train,9
rock,rock.00051,train,9
rock,rock.00052,val,9
rock,rock.00053,train,9
rock,rock.00054,train,9
rock,rock.00055,train,9
rock,rock.00056,train,9
rock,rock.00057,val,9
rock,rock.00058,val,9
rock,rock.00059,train,9
rock,rock.00060,val,9
rock,rock.00061,train,9
rock,rock.00062,train,9
rock,rock.00063,train,9
rock,rock.00064,train,9
rock,rock.00065,train,9
rock,rock.00066,train,9
rock,rock.00067,train,9
rock,rock.00068,train,9
rock,rock.00069,train,9
rock,rock.00070,test,9
rock,rock.00071,train,9
rock,rock.00072,train,9
rock,rock.00073,train,9
rock,rock.00074,train,9
rock,rock.00075,train,9
rock,rock.00076,val,9
rock,rock.00077,val,9
rock,rock.00078,test,9
rock,rock.00079,train,9
rock,rock.00080,test,9
rock,rock.00081,val,9
rock,rock.00082,train,9
rock,rock.00083,train,9
rock,rock.00084,test,9
rock,rock.00085,train,9
rock,rock.00086,val,9
rock,rock.00087,train,9
rock,rock.00088,train,9
rock,rock.00089,train,9
rock,rock.00090,test,9
rock,rock.00091,train,9
rock,rock.00092,train,9
rock,rock.00093,val,9
rock,rock.00094,test,9
rock,rock.00095,train,9
rock,rock.00096,train,9
rock,rock.00097,train,9
rock,rock.00098,train,9
rock,rock.00099,train,9
